filename,dataset,fg_pixels,hist_h_00,hist_h_01,hist_h_02,hist_h_03,hist_h_04,hist_h_05,hist_h_06,hist_h_07,hist_h_08,hist_h_09,hist_h_10,hist_h_11,hist_h_12,hist_h_13,hist_h_14,hist_h_15,hist_s_00,hist_s_01,hist_s_02,hist_s_03,hist_s_04,hist_s_05,hist_s_06,hist_s_07,hist_s_08,hist_s_09,hist_s_10,hist_s_11,hist_s_12,hist_s_13,hist_s_14,hist_s_15,hist_v_00,hist_v_01,hist_v_02,hist_v_03,hist_v_04,hist_v_05,hist_v_06,hist_v_07,hist_v_08,hist_v_09,hist_v_10,hist_v_11,hist_v_12,hist_v_13,hist_v_14,hist_v_15,moment_bgr_b_mean,moment_bgr_b_skew,moment_bgr_b_std,moment_bgr_g_mean,moment_bgr_g_skew,moment_bgr_g_std,moment_bgr_r_mean,moment_bgr_r_skew,moment_bgr_r_std,moment_hsv_h_mean,moment_hsv_h_skew,moment_hsv_h_std,moment_hsv_s_mean,moment_hsv_s_skew,moment_hsv_s_std,moment_hsv_v_mean,moment_hsv_v_skew,moment_hsv_v_std
001_Dismorphia_altis_altis.png,Dataset_pieridae,124110,0.01370468849318257,0.03938871431257218,0.01579888808315204,0.011709325956364874,0.0048344210780759,0.0011072614795119024,0.0002198766327361928,0.00012891789541535735,7.878315830938505e-06,2.077010537247424e-05,5.37157897563989e-05,9.668842156151801e-05,0.00012175579011450415,0.00018191747464167094,0.0002635654750713972,0.001250503585528966,0.0024695834340504393,0.004325799693819999,0.00548807509467408,0.007998448956570784,0.009566110708242688,0.009797760051567158,0.006856316976875353,0.004207457094512932,0.0022011723471114333,0.001872330996696479,0.003294960116026106,0.0023774272822496174,0.00115170010474579,0.0004597735879461768,0.00014201111916847957,0.0002910724357424865,0.001984126984126984,0.016610265087422447,0.006187555394408187,0.0034999194263153656,0.002746555474981871,0.002561236000322295,0.002917270969301426,0.003068346627991298,0.002441886229957296,0.002572818467488518,0.0031786318588349046,0.0048495286439448875,0.006736967206510354,0.002700729191845943,0.0004416445089033921,2.517927644831198e-06,63.7416324228507,0.8445767604092794,53.49027784022956,86.00128917895415,0.3986842769045281,65.19594557133678,95.8616549834824,0.3211189399765516,70.32492945129141,24.888816372572716,4.119104164037865,25.116273125367194,88.6866167109822,0.7317068025232281,48.76043457166613,97.18532753202804,0.32552322030452885,71.4208859935167
002_Dismorphia_altis_altis.png,Dataset_pieridae,82137,0.00555061800541913,0.03722777527518387,0.03880995572437918,0.005209724132986487,0.0005703208595936598,5.302793571174447e-05,6.060335509913654e-05,8.76584243398225e-05,6.384996340801885e-05,5.95211523295091e-05,9.6316046496842e-05,0.00011687789911976331,9.848045203609687e-05,6.493216617764629e-05,9.739824926646944e-05,0.0007218292473415013,0.0010964912280701754,0.0028397677051754996,0.003571776422318809,0.004012351315485104,0.004430859417801965,0.005454301958922289,0.007113115891741846,0.008004157687765563,0.007543037851394621,0.007975242582514579,0.006423718908652617,0.0024075629740555413,0.0009024556533596309,0.0003545905012357403,0.0001810998697298416,0.00018947003177617882,7.609238223942925e-05,0.0012326965922787537,0.0030307595845964668,0.0018460011931285534,0.002558225890889611,0.002273640381314146,0.003878428722743709,0.005324944909115259,0.005703124048845222,0.00537136126228131,0.005133192105871897,0.00451684380973252,0.004287805739191838,0.005889550385331824,0.007494338726761387,0.0038829942656780744,85.84312794477519,0.638412650349519,43.29826734686101,138.81069432776945,-0.21535852050474713,56.44887610700625,156.07670112129733,-0.35035666151385425,62.27063486024257,24.180990296699417,6.526809636282901,17.82093252812194,112.29623677514397,-0.2111171795657325,47.593228043988745,156.4223188088194,-0.3406444984026881,61.87954141674883
003_Dismorphia_altis_sophia.png,Dataset_pieridae,68158,0.0003755978755245166,0.020071011473341355,0.05937706831512401,0.00544616919510549,0.0010302858391123893,0.00031691070747381087,0.00017345318557208578,0.0006481671671377942,0.00042906840641515956,0.00040689769848489295,0.0002634401765831679,0.00013041592900156826,4.303725657051752e-05,2.2170707930266603e-05,6.520796450078413e-05,8.99869910110821e-05,0.0026959417823292937,0.0029206035975234013,0.0032571378268141673,0.0037789034302649726,0.0037422239502332816,0.005066353179377329,0.008597670119428387,0.011776864051175211,0.00998048651662314,0.005918234103113354,0.00275096100237683,0.0011572375949998532,0.0004062252413509786,0.00020815604917984683,0.00012195927110537281,0.00012104228410458053,2.7509610023768303e-06,1.9256727016637813e-05,0.00020632207517826226,0.0004694973444056457,0.0008262052877138414,0.0019357595586724963,0.004627116405997829,0.008994725490771443,0.01113589013762141,0.010249163707855278,0.009735650987411602,0.008923200504709645,0.004540002640922562,0.0006969101206021303,0.00012195927110537281,1.5588779013468706e-05,87.76523665600516,0.478661939886084,33.050719322107746,139.28589453915902,-0.21023302559849902,35.10687991110551,147.1248716218199,-0.31598023137749714,32.86638563662992,28.354499838610288,5.37298823661417,13.974933111244862,104.69975644825259,-0.3675170900742848,44.86101234862942,147.77585903342234,-0.30899963195042246,32.715291650717525
004_Dismorphia_amphione.png,Dataset_pieridae,33542,0.007679923677777116,0.054877798315875956,0.018791697308184103,0.002085610743412902,0.00023850694651481724,7.155208395444517e-05,9.805285578942487e-05,6.0951775220453294e-05,0.00011925347325740862,0.0006254182153055208,0.0008453746215358522,0.0010653310277661838,0.0005697665944520634,0.0003763109600567116,0.0003975115775246954,0.0009858287122612448,0.0029217100948065113,0.007047134935304991,0.007768245781408383,0.006678194502414882,0.006378197483751714,0.0060688837874903106,0.006309254069524775,0.006609251088187943,0.005707396696678791,0.0033353705801681473,0.00195650229562936,0.0008701776876751536,0.0004956472482261046,0.000190060223003995,9.316677598235049e-05,7.080674974658637e-05,3.7266710392940194e-06,1.677001967682309e-05,4.285671695188122e-05,0.00020869357820046508,0.0012242114364080855,0.0032030737582732097,0.005858326873770198,0.006812354659829468,0.005793110130582553,0.004814858982767873,0.004602438733528114,0.004807405640689285,0.005511746467115854,0.005038459245125514,0.004404925168445531,0.01015704191759585,115.49588575517262,0.6865068574371752,50.878458918331106,149.5810029217101,0.30596417887549765,54.555478760677026,170.8190626677002,-0.023132605639972624,54.70971767117755,25.65172023135174,3.7407293404496698,28.94334418088593,83.83334327112277,0.3446168945042886,47.42806232187924,171.43691491264684,-0.01837484590825179,54.536915187047654
005_Dismorphia_amphione.png,Dataset_pieridae,45126,0.019325641290805495,0.04158430468761542,0.014674959496126893,0.002070252675225418,0.0001516740780136605,9.84896610478315e-06,2.363751865147956e-05,2.560731187243619e-05,4.727503730295912e-05,0.00010833862715261466,0.00044320347471524176,0.001177936346132065,0.001213392624109284,0.0013276406309247687,0.002172681922715163,0.004532494201421206,0.0014528763905509018,0.003682743872711962,0.00758570447192306,0.008976255373842132,0.007599554580507911,0.007042780215396889,0.005796270442760271,0.005109305056951646,0.004992964144838895,0.004548375659265169,0.0032298453219873242,0.0014667264991357531,0.0004681336701679741,0.0002312968133670168,0.0001495811727163941,0.00016758631387670079,0.0,1.5235119443336436e-05,0.00024376191109338297,0.0018877698001152328,0.0036245734166555866,0.004373864291096042,0.004553915702699109,0.005035899481451935,0.006159143287683375,0.006861343792935337,0.0069084341621238315,0.005390462261224128,0.003941740903248682,0.0037339892744759117,0.004524830474670921,0.005245036121083189,104.17818995700927,0.7364128044225534,53.082455365640016,130.64011877853122,0.5085227596085193,57.95563623282099,155.9104507379338,-0.0476314065206641,54.54108932171286,34.126246509772635,2.244847773329706,47.73128325975402,90.60641315427912,0.4618940628905817,47.22116494944381,156.56131720072685,-0.00774407002289272,54.3187509002158
006_Dismorphia_amphione.png,Dataset_pieridae,45211,0.00570952496811248,0.03720235242652353,0.014686691291942226,0.013448054676959148,0.013398902430332836,0.0017203286319209434,0.00027918476083745595,0.0001690837283945156,0.00017891417771977812,0.00015925327906925307,0.00021823597502082826,0.0002968795696229285,0.00024772732299661583,0.00015138891960904302,0.00027525258110735096,0.0007471141487199526,0.0006442016323461104,0.0014390856207560107,0.002459301939793413,0.00394400698944947,0.006992214284134392,0.008273705514144788,0.008121640751144634,0.006130974762778969,0.004684977107341134,0.004061511579040499,0.004299285572095287,0.0043656411050408085,0.0032901285085488044,0.001667182765256243,0.0009096237641281989,0.0012165181040012386,0.000660790515582491,0.00799722412687178,0.00927456813607308,0.0067668819535068895,0.004969752936232333,0.004503881798677313,0.004273019840304351,0.0030993563513304285,0.0027537546172391675,0.0038513857247130124,0.008149288889871934,0.004541206785959169,0.0014584393178651213,0.00016588883236380526,3.179535953639601e-05,2.764813872730088e-06,51.769879011744926,0.746737795485553,38.35829076944823,87.2382384817854,0.47553838287190797,60.31854367481603,85.7635752361151,0.24545412145784332,47.001700942882486,30.8459224525005,3.2046821113585553,24.105071941039697,119.2109663577448,0.36886569332015773,53.92186672827051,95.7749220322488,0.2867326414990913,57.095955209382545
007_Dismorphia_arcadia_arcadia.png,Dataset_pieridae,76042,0.0018270604841184258,0.05515314636063696,0.03169827200757476,0.00016949697389454367,9.351557180388617e-06,2.337889295097154e-06,3.5068339426457306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.337889295097154e-06,2.337889295097154e-05,1.1506798874306305e-05,0.000525203177191552,0.001636431182767418,0.003235054312090687,0.0056465505904631655,0.009583519633886536,0.00894407038215723,0.007900239341416586,0.009896668946108729,0.008432017832250598,0.004526281528628916,0.0012501315062728492,0.0002901357144735804,0.00015369795639251992,0.00013890350069698326,0.0003295875963283449,0.0,0.0,8.219142053075932e-07,1.3150627284921492e-05,3.698613923884169e-05,0.00017506772573051734,0.000626298624444386,0.004936416717077404,0.00956543752136977,0.007784349438468215,0.007956129507377502,0.008412291891323215,0.009369000026301255,0.00886187896162647,0.0031808079745403854,0.0015813629310118093,97.9201099392441,0.23762436159463005,37.3816007261983,149.7447331737724,-0.18088321092260382,43.45181715633273,174.91214065910944,0.007887796094286121,35.39012809177246,19.81648299623892,5.313900437408233,5.876724285489987,114.84574314194786,0.14994628093114942,37.64873916416614,174.95690539438732,0.00707244845648929,35.418490944543926
008_Dismorphia_arcadia_lucilla.png,Dataset_pieridae,98825,0.0035456615228940044,0.03602687129325126,0.048041824774432924,0.0003804705287123704,4.7671248278382104e-05,3.597830058745819e-06,0.0,8.994575146864547e-07,2.698372544059364e-06,8.994575146864547e-07,4.677179076369564e-05,0.00010703544424768811,8.185063383646737e-05,8.185063383646737e-05,0.0001214267644826714,0.0003993591365207859,0.0005078421452061725,0.0017790285858841387,0.002626486213002783,0.0027947128762964837,0.00305590690614723,0.004205666582342524,0.005898052112319757,0.009726157348848975,0.011383759170250442,0.008940677966101694,0.0055230204907665064,0.002815583101441943,0.0014090564128509992,0.0007867442448773083,0.0004989881102959778,0.000548317733367063,0.0,0.00011067543637743486,0.0013249430812041487,0.001498229193017961,0.001637364027321022,0.002301416645585631,0.004183531495067038,0.006626612699215786,0.008328484695168227,0.010020870225145459,0.010818998229193019,0.008210852517075639,0.005046167467746015,0.0021471034657222364,0.00024222109790032886,2.529724260055654e-06,77.28454338477106,0.1410114455728309,34.816424304719405,130.60824690108777,-0.6243335312777525,40.61797990064828,146.70453832532255,-0.6258881289655401,40.16682311152279,23.37490513534025,8.718579973588763,14.05946309616219,123.3382140146724,-0.21174363269892754,45.62914038375721,146.7451353402479,-0.6269935065006188,40.16891147724862
009_Dismorphia_crisia_foedora.png,Dataset_pieridae,69654,0.00941542800445376,0.03583171421917222,0.0052768764974812,0.003902463924860341,0.00280625185440415,0.00199334488248262,0.0029823604291689394,0.005338131653921128,0.018299977986428156,0.002294516068312261,0.00011612956741736136,4.0836770959951255e-05,4.0836770959951255e-05,4.721751642244363e-05,0.00013910025108233393,0.0003637024913620658,0.003922962069658598,0.017141872684985786,0.00688133488385448,0.005206987394837339,0.005381959399316622,0.004859735262870761,0.0046506661498262845,0.00392655123898125,0.0032571711603066587,0.002260279380940075,0.0014921971458925546,0.0011153343670140983,0.0006693800786745916,0.0004782568122433744,0.000313155023401384,0.000942156947196141,0.0004863324432193413,0.0005446564447124357,0.0024056407385074797,0.004549272116461366,0.0061850360352599994,0.0056439687598702154,0.004794232922732363,0.004134723059695064,0.004454159129411089,0.004988945358486232,0.004173306629913573,0.005156739024320211,0.008334948459528526,0.0055641097424412094,0.0009977890716972465,8.614006374364717e-05,112.89666063686221,0.0976653579300202,69.90981028520218,124.07310420076378,0.014208998844916441,61.946468599185415,127.53144112326643,-0.19637773642914103,51.197905464303126,44.811712177333675,0.7007769484313251,36.65916393582719,72.35739512447239,1.050544867587304,55.96134245628875,134.53525999942573,-0.1091468528200163,57.510897483295786
010_Dismorphia_crisia_foedora.png,Dataset_pieridae,74408,3.7033054988113586e-05,0.00015291067866059804,0.002960255169695015,0.009524662820007407,0.027453439892962523,0.026261214445280675,0.018462769833590176,0.0034751340954974974,0.000399001302129998,0.00010632070625619706,1.07515320933233e-05,1.5529990801466984e-05,3.583844031107766e-06,3.583844031107766e-06,1.4335376124431064e-05,8.362302739251454e-06,0.00546228228147511,0.02715601817008924,0.01293207719600043,0.005851185356413289,0.002504770992366412,0.0011440302118051822,0.0007887256746586388,0.0006240928394796258,0.000622412912590044,0.0005829346306848726,0.0006996895495108053,0.0009289995699387162,0.001489255187614235,0.001318742608321686,0.00030154687667992687,9.323594237178798e-05,0.0,1.6799268895817653e-06,1.595930545102677e-05,5.963740458015267e-05,0.0001453136759488227,0.0005384165681109559,0.0021578660896677776,0.0043090124717772285,0.005401804913450167,0.007986372433071712,0.01196107945382217,0.012331503332974949,0.00898340904203849,0.00591838243199656,0.0020268317922804,0.0006627311579400064,142.69708902268573,-0.6549247517780606,49.077573665332864,171.23295882163208,-0.3146560603135556,33.06138422731984,149.94265401569723,-0.21598047812447885,37.19356831982414,57.90122029889259,0.08115565556291457,13.29242672869672,49.48252876034835,2.2455774379566424,50.04750609628569,171.34512418019568,-0.30985340921374416,33.10414166530169
