filename,dataset,fg_pixels,gabor_f0.1_t0_mean,gabor_f0.1_t0_std,gabor_f0.1_t135_mean,gabor_f0.1_t135_std,gabor_f0.1_t45_mean,gabor_f0.1_t45_std,gabor_f0.1_t90_mean,gabor_f0.1_t90_std,gabor_f0.2_t0_mean,gabor_f0.2_t0_std,gabor_f0.2_t135_mean,gabor_f0.2_t135_std,gabor_f0.2_t45_mean,gabor_f0.2_t45_std,gabor_f0.2_t90_mean,gabor_f0.2_t90_std,gabor_f0.3_t0_mean,gabor_f0.3_t0_std,gabor_f0.3_t135_mean,gabor_f0.3_t135_std,gabor_f0.3_t45_mean,gabor_f0.3_t45_std,gabor_f0.3_t90_mean,gabor_f0.3_t90_std,gabor_f0.4_t0_mean,gabor_f0.4_t0_std,gabor_f0.4_t135_mean,gabor_f0.4_t135_std,gabor_f0.4_t45_mean,gabor_f0.4_t45_std,gabor_f0.4_t90_mean,gabor_f0.4_t90_std,glcm_ASM_d1_mean,glcm_ASM_d1_std,glcm_ASM_d2_mean,glcm_ASM_d2_std,glcm_ASM_d3_mean,glcm_ASM_d3_std,glcm_contrast_d1_mean,glcm_contrast_d1_std,glcm_contrast_d2_mean,glcm_contrast_d2_std,glcm_contrast_d3_mean,glcm_contrast_d3_std,glcm_correlation_d1_mean,glcm_correlation_d1_std,glcm_correlation_d2_mean,glcm_correlation_d2_std,glcm_correlation_d3_mean,glcm_correlation_d3_std,glcm_dissimilarity_d1_mean,glcm_dissimilarity_d1_std,glcm_dissimilarity_d2_mean,glcm_dissimilarity_d2_std,glcm_dissimilarity_d3_mean,glcm_dissimilarity_d3_std,glcm_energy_d1_mean,glcm_energy_d1_std,glcm_energy_d2_mean,glcm_energy_d2_std,glcm_energy_d3_mean,glcm_energy_d3_std,glcm_homogeneity_d1_mean,glcm_homogeneity_d1_std,glcm_homogeneity_d2_mean,glcm_homogeneity_d2_std,glcm_homogeneity_d3_mean,glcm_homogeneity_d3_std,haralick_angular_second_moment,haralick_contrast,haralick_correlation,haralick_difference_entropy,haralick_difference_variance,haralick_entropy,haralick_info_measure_corr_1,haralick_info_measure_corr_2,haralick_inverse_diff_moment,haralick_sum_average,haralick_sum_entropy,haralick_sum_variance,haralick_variance
001_Dismorphia_altis_altis.png,Dataset_pieridae,124110,0.005796643777739094,0.006865955913806037,0.00644077653247848,0.00859156097951484,0.006706324516951565,0.008828396410079561,0.006712169809970583,0.008744609105847753,0.004520854190942924,0.005427672134351241,0.00465570761726256,0.005813740257644139,0.0046250474260508614,0.005796513382675938,0.004855052178914708,0.006228144522464431,0.004091091260385744,0.005376268019024705,0.004001738071741514,0.005200018825154635,0.0039263881285406645,0.00490619465335887,0.004369519426441955,0.005872768865770904,0.003643879122429791,0.0055690519544103435,0.0032918468786233574,0.004598944711353163,0.0032257352403860856,0.004334003324337658,0.0037767076213057133,0.005506876952295445,0.03213639979975669,0.0023803705672512067,0.028726810931445478,0.0011394328874498288,0.024615578672183034,0.0002566632768343482,2.9266210438823337,0.6899308535403155,4.349925824167039,0.7760584739876732,7.575613522171765,0.4254152665501469,0.977498456320516,0.005297737334829932,0.9665739843105242,0.005953620523723021,0.9418567422825941,0.003252161931360675,0.8477971113291503,0.11640105558902133,1.058486374646422,0.09469003041951629,1.415860956866041,0.02076574806089779,0.1791436850771649,0.006628717578102702,0.1694563226518454,0.003371297192349806,0.15689140376363936,0.0008161478160971242,0.7128416693024864,0.027128886427821793,0.6690606173344442,0.016924865356429612,0.6114942409999515,0.0038846435637766635,0.0021171065484609486,178.362616323623,0.9785430841730118,4.126656092335651,0.00041245191789143233,11.848093904529389,-0.37964981006929654,0.9978933861714934,0.32859648883230874,173.11933886600815,8.269560357087713,16445.494830814365,4155.964361784496
002_Dismorphia_altis_altis.png,Dataset_pieridae,82137,0.011284972234971246,0.009493675569997686,0.012782671286404522,0.011220101646327559,0.00839327588826871,0.007709291128726615,0.00870115827220766,0.007402842116471973,0.009874147779186507,0.009394357961404599,0.011310607670975449,0.01136315166692728,0.00695175535321099,0.006907195057905122,0.007234832388954169,0.007383099864103161,0.008283231409799932,0.008519589931712826,0.008728408996623636,0.009578660078425984,0.005625512924274304,0.005648985947309102,0.005400091825624495,0.005782909951284614,0.006675930674387889,0.0075741408011034276,0.006203904124427054,0.007193994968067027,0.004583807611043945,0.004698155925869842,0.00401915878151406,0.004395742527331448,0.009370890694663308,0.0011130977025160006,0.007729580338861936,0.00074477797778274,0.005992914574265477,0.00029655834855299006,5.441900949130551,1.818655429074786,8.401012675615359,2.2563259458198752,13.736869761101705,2.007865317615792,0.9427291950578877,0.019147847336063093,0.9115400309872439,0.023745047141783944,0.8551058854676864,0.02111631353046351,1.448701705715384,0.24818370316863886,1.840497300799531,0.2554596056264293,2.440508171297105,0.18401469118163916,0.0966334398447533,0.005733149085254423,0.08781606670624335,0.004233056473348194,0.07739029106606947,0.0019124390119756706,0.5572819276529655,0.03678795288898345,0.5009414713535225,0.02828573890616688,0.430115630330629,0.012768306701971557,0.00024988883318512287,338.6804020988644,0.9442154598376986,4.966180952558481,0.00018735589194973835,13.107440344526431,-0.28269943160587024,0.9927303680050887,0.1884656074062736,276.4246915312034,8.603478818207213,11804.449742837216,3035.782536234021
003_Dismorphia_altis_sophia.png,Dataset_pieridae,68158,0.008319102175061007,0.006021646854843822,0.010276856261994082,0.006850960221043214,0.007619341105851043,0.005435319194581832,0.008395817066333834,0.005942070574206919,0.00995719847185959,0.0072194214953593475,0.011171966613473375,0.008814311268848901,0.008399687412662555,0.0061766313326632166,0.009057480818737128,0.0067034086412535296,0.01010847455681251,0.007934469108939662,0.010511390959347118,0.008761147973755962,0.008507613690082327,0.006296522428706656,0.009366667962828581,0.007418349628143312,0.009455700821127006,0.008949436748616193,0.008754852145995588,0.0077706502975643495,0.007610436909800453,0.006084855777467842,0.008646458210485288,0.00789820627455067,0.009533159118006868,0.0010176425137674446,0.008118824992389072,0.00047861523156387284,0.0070146937101171975,0.00018785169683574473,7.717503156214142,1.6699031962434925,10.299042270460049,1.2089806465045905,13.244996139752246,0.679970710457729,0.771794995186372,0.049634955594447444,0.6947465267769289,0.036245865150387774,0.6046873906436461,0.020979203348507426,1.9056233109050065,0.2287046382984699,2.2545413553461335,0.15117608184326994,2.62846034848026,0.08126636545429604,0.09749747944022595,0.005234560230772405,0.09006589096761329,0.002638233613436802,0.08374633048490696,0.0011161722223471992,0.44403947285691886,0.032820456938044404,0.396103428315768,0.01804351529160788,0.35154814999310924,0.008870891953984945,0.00016558766239352894,483.20887245042513,0.7757163489076928,5.394109416487101,0.00011426230142251901,13.117691998365624,-0.13681493939640563,0.9208164997458098,0.0948817133863304,271.7439470076027,7.949010765279025,3826.75975922796,1077.4921579196007
004_Dismorphia_amphione.png,Dataset_pieridae,33542,0.012408941310935433,0.011571179889500235,0.01801338803221261,0.012990251831098434,0.007312335809045869,0.007825590721458484,0.011912637193855052,0.010054599532043497,0.009084474707825406,0.00917075998030863,0.011563374809985191,0.009817935205937458,0.006612725298366713,0.006231378233530808,0.009467174855903829,0.008155461944100858,0.008176637798939602,0.008264606685494462,0.009178781609621555,0.007952172344431848,0.006809818842699392,0.005944410400823612,0.008472895486674781,0.007290439014002651,0.0073265309546258804,0.008127211120494748,0.007224941439022321,0.006481586847823531,0.006097982863625278,0.005581254414591271,0.007502019543179106,0.007408180503960791,0.007171728588524368,0.0009468020364457289,0.005916310102046481,0.0006660111143942639,0.004673503734873016,0.00045522761127506165,7.18935453922955,2.1429693854806215,10.700525696113658,2.236348030016469,18.175076544203243,3.1886597461809627,0.9167998203890801,0.024829258090238008,0.8760462430449265,0.025978024131761344,0.7890522819104006,0.03711377024443923,1.763084652078855,0.2919900455259043,2.1893346194385153,0.2643083988875665,2.900038688708235,0.3070597603288393,0.08449168953140208,0.005734369071966586,0.0768020724389466,0.004213285075719302,0.06828338500372017,0.0032989494247017193,0.47794631964805884,0.04314481766089289,0.4208394842056519,0.031875574155133014,0.3550669401416495,0.025738959856037368,0.00015396805314657773,450.13617838400603,0.9184161124472128,5.2756439600269145,0.0001295654868519233,13.328731527290943,-0.2371969405087889,0.985032651138896,0.1135013065474535,305.02539985360715,8.517567026279153,10585.892354600936,2759.0071332462367
005_Dismorphia_amphione.png,Dataset_pieridae,45126,0.010676393225584096,0.009507377588098106,0.017209989772357402,0.013104270134320944,0.009119224109542539,0.008946608838333453,0.013167755468618803,0.010048442495422876,0.00848459300233432,0.007248943811907089,0.01111684278368102,0.008954093139378748,0.007742725044520786,0.006509633733822757,0.009964515364634326,0.007878334057070084,0.00764194595459413,0.006509283976580846,0.009062131481477127,0.007279652369302164,0.006977614776452773,0.005517889404203781,0.008782324169353511,0.006890988912924861,0.006323823167327981,0.006215672081869003,0.006947008481238197,0.005807220050046333,0.005894702654823279,0.004904035280251286,0.0072800956512571935,0.006073271141220989,0.00723914392995628,0.0008965185634022326,0.0059437601838898645,0.0006298504144315503,0.0046883170915810405,0.00036867655893320464,6.304209750385731,1.7850718375360843,9.740993789664198,2.162221915462972,16.919086473141807,2.305230516181879,0.9338862520892094,0.01870183405248426,0.8979004209584346,0.02261870919538132,0.8227788462864659,0.024109976136078605,1.7072598943805033,0.2613564855014608,2.1471457003246335,0.25986645687478094,2.851383798679414,0.23741533431363704,0.08491557295012306,0.0053375463003715205,0.0769911740964809,0.0040148841994795655,0.06841934299204835,0.002666570103613204,0.47321941469508266,0.04096643307217021,0.41333890193736617,0.031361969395058885,0.347240336402563,0.021533201603053564,0.00016060505150658464,393.50249168112316,0.935321918804566,5.2389078649914715,0.0001268323110041009,13.414028750864114,-0.2377371854445996,0.9855896141843671,0.10822706391259614,270.9350654885907,8.576805621810427,11773.43493132963,3041.73435575269
006_Dismorphia_amphione.png,Dataset_pieridae,45211,0.007760187872607235,0.007560072939469533,0.012178875125295582,0.011276976355440492,0.007372477272733047,0.006917830413798803,0.010348752920925536,0.009124245771881997,0.005050245673989629,0.005672025144958665,0.007370804665868883,0.007640823136528288,0.004895291557020698,0.005086224343512341,0.007216970797187443,0.007538203676284011,0.004035011602936284,0.004778047167877312,0.005580810920541314,0.006393031634560618,0.004060717961828422,0.0040791014628980314,0.00565352656841892,0.006104651604007356,0.0033108505011561306,0.0043417540888856035,0.00407070267647623,0.004836363768882753,0.003302645039289364,0.00347908511159932,0.00449645774741116,0.005259885984952731,0.01648240469847923,0.002133609660612003,0.01349801100270314,0.0013828030919112394,0.01040611272863358,0.0007480841092208047,3.3940359899011194,1.025292739213966,5.38161812240023,1.3968129127352993,9.974468934173354,1.510257048132736,0.960946324357968,0.011790175468488864,0.9380898718131042,0.01607207104536632,0.885286452041034,0.017375291442128425,1.0876691045658822,0.1859827660497432,1.39891105924692,0.19613062375298804,1.9519009707751334,0.17326261077357585,0.12811371339377334,0.008323529235686635,0.11602998140677985,0.005920677110387257,0.10194523373739141,0.0036444542612321515,0.6206114492942965,0.04280675894340918,0.5585925972675291,0.03365623971818859,0.4759143388977245,0.022527469787442914,0.0003491508254492372,207.30680899887443,0.9626299030043118,4.570045895354037,0.00025533338762472984,12.429978063262684,-0.2953404811776924,0.9926230809960932,0.1859488451922119,165.26867527741842,8.266106976934934,10887.01933008944,2773.5815347720827
007_Dismorphia_arcadia_arcadia.png,Dataset_pieridae,76042,0.0070479357105357925,0.0051069455612438985,0.00950950828671318,0.007963881356113119,0.006020078369453615,0.004916157221779433,0.007177557379229132,0.0060569445589293966,0.005593936466413817,0.004928856281264115,0.006922319098405994,0.007148772545398805,0.004861197603477319,0.004316088631043775,0.0058020459856555654,0.005674332432554371,0.004095725352004509,0.003995070321958969,0.004853099415222532,0.005463736543746943,0.0037527179546305513,0.0036412330387115663,0.0043798626677576035,0.004812525097607834,0.003165720206867829,0.0033231224170935437,0.003381733320474999,0.0038951147396097184,0.00288376857692463,0.002965804996202989,0.0034262794585692567,0.0040066203811959895,0.01915565775348798,0.002141783525401702,0.015696622883095483,0.0015033329104531797,0.01189357390646352,0.0005682756922645513,2.1649332502776772,0.6160957277410715,3.4290792038763227,0.8054370138593533,6.020066860291513,0.6890715192693614,0.9549410738260342,0.012829939513354417,0.9286621260277722,0.016724707438967784,0.8748308595643048,0.014333809452776248,0.9040716877750168,0.14058027862022318,1.17060486531805,0.14952941403515832,1.615146276395291,0.0969538239518823,0.13818420424777805,0.007796374150612789,0.12514449163378233,0.005956433229514971,0.10902701713357721,0.0025852352732741155,0.6525062006084676,0.0360683629466395,0.5895498220673191,0.030887602400251995,0.5043144643454956,0.014342727345585723,0.00041760553434734045,128.69232546387744,0.9580177868888506,4.346296417020531,0.00028502386806749947,12.160100161137155,-0.2949031069803596,0.9918504081643379,0.20780555281455543,303.1838743654032,8.112672346261462,6002.291175636241,1532.7458752750417
008_Dismorphia_arcadia_lucilla.png,Dataset_pieridae,98825,0.010077924941587296,0.007763073427751547,0.0138335584799288,0.010893938107154886,0.011083043979763658,0.008026846931525458,0.015191588157924154,0.010100423871693095,0.008834513237801966,0.007058042247337064,0.010722562192293,0.00914697520578438,0.009416323679219912,0.007173015647917248,0.01215234596923706,0.009118421098498478,0.006213913107376231,0.005109383077688866,0.007643078974159215,0.0067219462000384506,0.006984907579599321,0.005445841626582113,0.008581430785857398,0.006625647915669682,0.004469746453844335,0.003990200338751523,0.0051844922491396115,0.004582297165759548,0.004839550508446463,0.003872886322503863,0.005999907293993231,0.004840996362360266,0.010438056700272414,0.0015646939027756347,0.008319209122520214,0.0008745140159904672,0.006278999540609965,0.0003669340671718071,5.228567029383825,1.484406398357596,8.52095721104719,2.306552069539286,15.442594942557273,1.8888399483489446,0.8885495971701497,0.03160171957322078,0.8184837871951132,0.04903180707796322,0.6712835906896848,0.04006588142322955,1.5830768747831363,0.25008694919708385,2.047831146457643,0.2805787573437999,2.816347708223959,0.1839498720392037,0.1018891487680641,0.007527155079557972,0.09107842074514871,0.004891870510334332,0.07920620615644451,0.00231871665211085,0.4932354366928875,0.0430763452124553,0.4281942263963462,0.03166668055447737,0.3505131653357838,0.016578598853133487,0.00018849788676657253,324.1534943361542,0.8916540118039984,5.125794300303873,0.00016032963986006865,13.006458256761226,-0.19104033141509444,0.9643675319797161,0.12045461382890846,258.902266126824,8.151723823919347,5658.8176706378,1495.7427912434914
009_Dismorphia_crisia_foedora.png,Dataset_pieridae,69654,0.007905765840656692,0.007996393507317338,0.008620726755783781,0.009112692018238012,0.007753398240984596,0.008355140867589893,0.008536801967227664,0.008820320999402267,0.006699262250308099,0.006721652358123094,0.007055149453695176,0.007326866962004828,0.006419788665097495,0.006117051252202553,0.00713835836823123,0.006623853512767429,0.006120371494723594,0.006091610082442933,0.006330367760425694,0.0061422968086423104,0.006095498850859407,0.0056111632674701465,0.006808598730359964,0.00608259094515349,0.005571847335081591,0.006265704320911814,0.005227384617457815,0.005192179131538727,0.005143183510229809,0.005019479381212076,0.005957661570981524,0.006050016015960835,0.009412369216767837,0.0010568714072556862,0.007913618055766264,0.0004533718261285594,0.006548481812494298,4.713986211527832e-05,4.410055241136931,1.027579904247102,6.497285381214036,1.1023013207207786,10.722226510533568,0.5239516319102066,0.959998234838467,0.009300081748993513,0.9411476786807571,0.009933127677716707,0.9031756902963544,0.004704142717207842,1.2938190145733892,0.16873156006245965,1.5870912833772532,0.12963794287884575,2.0243230815535087,0.045062163795581235,0.09686425066507667,0.005448500698451559,0.08892195355768859,0.0025503394382976486,0.08092216809005902,0.00029073028485421016,0.572039092714331,0.03480077453414596,0.5196195337192786,0.018642900264098396,0.46286560749689964,0.0037022591078078745,0.00021716880634634812,272.1685950096797,0.9613636757530669,4.840936485684454,0.00019317461261258247,13.1057783181832,-0.29127605884273355,0.993900732523135,0.17384127838669,248.27577947220507,8.643359837971737,13814.645761906297,3521.703589229
010_Dismorphia_crisia_foedora.png,Dataset_pieridae,74408,0.004551864225725509,0.00480075838066347,0.006952128884381218,0.006985387855677968,0.008784717950271194,0.009570400546387817,0.014283486753204544,0.014737889169065687,0.0047490023166826744,0.004671264042941709,0.006974465952885743,0.007827989892760994,0.007997026327698864,0.009728969205436845,0.01232147727913035,0.014079805597459649,0.004601355838546077,0.004829295869516855,0.006354908852961661,0.007083465434028103,0.006888822720461589,0.007970877091044559,0.010263614958715453,0.012179985016205156,0.003998301451004248,0.0048074033347412694,0.005284429111692107,0.005921252362095797,0.005463448213268317,0.006096434099267407,0.008162774856425458,0.009985068896849305,0.013049162702429491,0.002416042168792932,0.010645691270925947,0.0012274168452110442,0.008299696279880158,0.0008567909603704061,5.889565983253039,1.9365303651349788,8.589083393163445,2.9485022331773076,13.198621342680061,2.9928192474614947,0.8427075805700757,0.05179503405949154,0.7699524730884095,0.0793213411186711,0.6454761947278878,0.08035134279124025,1.4796515418039022,0.2926065333582846,1.8399375400675773,0.31909824281246724,2.383887587153171,0.31181153739268785,0.11378020129025126,0.010160142557040995,0.1029935573592767,0.006165907346638333,0.09098176268788283,0.004692029207702235,0.5459774582277547,0.0539912872290316,0.48708243915360605,0.03865232824147113,0.4135251900162751,0.03250576909758964,0.00025863762591950176,367.709459793818,0.8459018248601285,5.000104170503752,0.00017552299221260115,12.814038009220585,-0.20456011771237237,0.9687933680737288,0.15513958391144528,323.5993606026358,8.07122713547671,4405.958835199759,1193.4170737483955
